economy,Year,Edu_Spending_GDP,GDP_per_Capita,Health_Spending_GDP,Internet_Usage,Learning_Outcome,Unemployment_Rate,Population_Total,Inflation_Rate,Trade_Openness_GDP,GFCF_GDP,Population_Growth,Labor_Force,log_gdp,log_sk,log_n_g_d,log_h
UKR,2010,5.99144518110416,3039.63232421875,6.81387615,23.3,100.017585117217,8.1,46456003.0,9.37293105078978,95.72973045329,18.016214744977,-0.360396778842802,22447916.0,8.019491841105038,-1.7138980144206226,-3.0705413360879836,4.605346021700257
UKR,2011,6.02430647638021,3656.69799804688,6.81669855,28.7083,101.307744289769,7.851,46307853.0,7.95572466274652,104.805073904259,18.3513220642495,-0.319413470604977,22352316.0,8.204315832854398,-1.6954685669847143,-3.061746757117474,4.618162857392468
UKR,2012,6.31141231359035,3951.34228515625,7.11789227,35.27,97.30904649924,7.529,46210056.0,0.568727971803862,102.622788356626,19.4035210842878,-0.211412120058561,22263021.0,8.281810619196659,-1.6397156371977015,-3.038934623886794,4.577891960196229
UKR,2013,6.35257493099526,4129.89697265625,6.94358015,40.9541,98.6247588057599,7.17,46126770.0,-0.238948626045407,94.0016694501782,17.3158498598174,-0.180396113217713,22165599.0,8.326007739555845,-1.7535479270501628,-3.03247844246814,4.591322333594073
UKR,2014,5.81111081372561,3054.908203125,7.19506168,46.236,96.2149407614657,9.27,45972380.0,12.0718562874251,100.691782483624,14.1360438334756,-0.335269423483557,22030438.0,8.02450482307732,-1.9564423501354073,-3.065140107586754,4.566584654983155
UKR,2015,5.17622019142863,2094.47387695313,7.78352833,48.8846,88.5759614227854,9.14,45784896.0,48.6998646434424,107.806616298156,13.5487069936597,-0.40865263025121,21887026.0,7.647057668097867,-1.998879068037782,-3.0809966603838466,4.483860505028336
UKR,2016,4.54132956913153,2158.46118164063,7.55205393,53.001,86.1604460210992,9.35,45616832.0,13.9127101997797,105.521204913122,15.4563637377393,-0.36774838525265,21762800.0,7.677150830882293,-1.867149375038419,-3.0721271262196383,4.456211209495589
UKR,2017,4.92815740074131,2604.28759765625,7.44610357,58.8895,87.5341732897487,9.5,45436041.0,14.4383227488749,104.034982911399,15.7762894271386,-0.397112648136029,21646057.0,7.86491444179836,-1.8466620422553655,-3.0784863942171747,4.472029269000876
UKR,2018,4.92035093367326,3059.0517578125,7.52051353,62.5532,83.9088620532217,8.799,45208907.0,10.9518559353178,99.1998150718675,17.6472670015072,-0.501151978990809,21532531.0,8.025860263854936,-1.7345892587056129,-3.101348817315506,4.429731234274368
UKR,2019,5.02520176321408,3619.86157226563,7.09389353,70.1248,89.0534000834376,8.194,44957458.0,7.88671745611133,90.5112342910763,17.6158441194027,-0.557746010589576,21427188.0,8.194191064383034,-1.736371454854667,-3.1140082830846842,4.489236190741046
